"Name","Category","Brand","Color","Audience","Price USD","Image Link","Description","Generic Colors"
"Nike Air Max Portal SE AM","Running","Nike","Sail / Pink Foam / Aluminum","Women's","120","https://images.footlocker.com/is/image/EBFL2/V5761133?wid=250&hei=250","The Nike Air Max Portal SE AM features advanced cushioning technology and lightweight construction. Built for running performance and comfort, it delivers athletic style with responsive feel.","White / Purple / Aluminum"
"Nike Air Force 1 '07 Next Nature","Lifestyle","Nike","White / Flax","Women's","115","https://images.footlocker.com/is/image/EBFL2/C9486103?wid=250&hei=250","The Air Force 1 is Nike's iconic basketball-turned-lifestyle sneaker. Featuring premium leather construction and Air cushioning, it delivers timeless style with all-day comfort.","White / Flax"
"adidas Originals Handball Spezial","Lifestyle","adidas","Cream White / Semi Coral","Women's","110","https://images.footlocker.com/is/image/EBFL2/JI2649?wid=250&hei=250","The Handball Spezial features vintage-inspired design with premium suede construction. Built with classic gum sole and retro styling, it delivers authentic heritage with modern comfort.","White / Semi Coral"
"Nike Air Force 1 '07 LE Low","Lifestyle","Nike","Platinum Violet / Summit White / Light Violet Ore","Women's","120","https://images.footlocker.com/is/image/EBFL2/J4401001?wid=250&hei=250","The Air Force 1 is Nike's iconic basketball-turned-lifestyle sneaker. Featuring premium leather construction and Air cushioning, it delivers timeless style with all-day comfort.","Purple / White / Purple"
"PUMA Speedcat Ballet Suede","Lifestyle","Puma","Black / Pink","Women's","80","https://images.footlocker.com/is/image/EBFL2/40128702?wid=250&hei=250","The PUMA Speedcat Ballet Suede features premium construction and contemporary design. Built with quality materials and comfortable fit, it delivers versatile style with everyday appeal.","Black / Purple"
"Converse All Star Platform Hi","Lifestyle","Converse","White / Black","Women's","75","https://images.footlocker.com/is/image/EBFL2/560845F?wid=250&hei=250","The Converse All Star Platform Hi features premium construction and contemporary design. Built with quality materials and comfortable fit, it delivers versatile style with everyday appeal.","White / Black"
"adidas Fukasa Run","Lifestyle","adidas","Gold / Cloud White / Cloud White","Women's","90","https://images.footlocker.com/is/image/EBFL2/HQ1737?wid=250&hei=250","The adidas Fukasa Run features adidas' quality construction and athletic heritage design. Built with premium materials and comfortable fit, it delivers performance style with everyday appeal.","Yellow / White / White"
"Nike Air Zoom Pegasus 41","Running","Nike","White / Black","Women's","145","https://images.footlocker.com/is/image/EBFL2/D2723002?wid=250&hei=250","The Nike Air Zoom Pegasus 41 features advanced cushioning technology and lightweight construction. Built for running performance and comfort, it delivers athletic style with responsive feel.","White / Black"
"Nike Cortez","Lifestyle","Nike","White / Black","Women's","95","https://images.footlocker.com/is/image/EBFL2/D1791107?wid=250&hei=250","The Nike Cortez features premium construction and contemporary design. Built with quality materials and comfortable fit, it delivers versatile style with everyday appeal.","White / Black"
"adidas Originals Samba OG","Lifestyle","adidas","Cream White / Gum / Collegiate Orange","Women's","100","https://images.footlocker.com/is/image/EBFL2/JI2737?wid=250&hei=250","The Samba features classic adidas heritage design with premium leather construction. Built with iconic three-stripes styling and gum sole, it delivers timeless appeal with comfortable fit.","White / Brown / Orange"
"Nike Air Max Nuaxis","Running","Nike","White / White / Pure Platinum","Women's","90","https://images.footlocker.com/is/image/EBFL2/H1233101?wid=250&hei=250","The Nike Air Max Nuaxis features advanced cushioning technology and lightweight construction. Built for running performance and comfort, it delivers athletic style with responsive feel.","White / White / Grey"
"Converse Chuck Taylor All Star Hi Lux Sport","Soccer","Converse","Forest / Egret","Women's","70","https://images.footlocker.com/is/image/EBFL2/A12480F?wid=250&hei=250","The Converse Chuck Taylor All Star Hi Lux Sport features premium construction and contemporary design. Built with quality materials and comfortable fit, it delivers versatile style with everyday appeal.","Forest / Egret"
"ASICS GEL-Kinetic Fluent","Lifestyle","ASICS","White / Truffle Grey","Women's","180","https://images.footlocker.com/is/image/EBFL2/3A591100?wid=250&hei=250","The ASICS GEL-Kinetic Fluent features premium construction and contemporary design. Built with quality materials and comfortable fit, it delivers versatile style with everyday appeal.","White / Grey"
"Brooks Ghost Max 3","Soccer","Brooks","Purple / Night Shadow / Ebony","Women's","160","https://images.footlocker.com/is/image/EBFL2/4571B067?wid=250&hei=250","The Brooks Ghost Max 3 features premium construction and contemporary design. Built with quality materials and comfortable fit, it delivers versatile style with everyday appeal.","Purple / Night Shadow / Ebony"
"Nike Air Max Muse","Running","Nike","Metallic Silver / Black","Women's","170","https://images.footlocker.com/is/image/EBFL2/V1920001?wid=250&hei=250","The Nike Air Max Muse features advanced cushioning technology and lightweight construction. Built for running performance and comfort, it delivers athletic style with responsive feel.","Grey / Black"
"Nike V2K Run","Lifestyle","Nike","Silver / White","Women's","120","https://images.footlocker.com/is/image/EBFL2/F0736104?wid=250&hei=250","The Nike V2K Run features premium construction and contemporary design. Built with quality materials and comfortable fit, it delivers versatile style with everyday appeal.","Grey / White"
"Brooks Revel 8","Lifestyle","Brooks","Black / Black","Women's","100","https://images.footlocker.com/is/image/EBFL2/52561072?wid=250&hei=250","The Brooks Revel 8 features premium construction and contemporary design. Built with quality materials and comfortable fit, it delivers versatile style with everyday appeal.","Black / Black"
"New Balance 990 V6","Running","New Balance","Black","Women's","200","https://images.footlocker.com/is/image/EBFL2/W990BK6?wid=250&hei=250","The New Balance 990 V6 features New Balance's signature comfort technology and quality construction. With premium materials and supportive design, it delivers performance with everyday style.","Black"
"Jordan AJ 1 Low","Basketball","Jordan","Black / French Blue / Grey","Women's","110","https://images.footlocker.com/is/image/EBFL2/C0774402?wid=250&hei=250","The Jordan AJ 1 Low features premium basketball construction and performance design. Built with quality materials and supportive fit, it delivers court-ready style with athletic comfort.","Black / Blue / Grey"
"Nike Shox R4","Soccer","Nike","White / White / Red","Women's","155","https://images.footlocker.com/is/image/EBFL2/R3565103?wid=250&hei=250","The Nike Shox R4 features premium construction and contemporary design. Built with quality materials and comfortable fit, it delivers versatile style with everyday appeal.","White / White / Red"
"Nike Shox TL","Soccer","Nike","Metallic Platinum / Pinksicle / Pink Foam","Women's","190","https://images.footlocker.com/is/image/EBFL2/V2520001?wid=250&hei=250","The Nike Shox TL features premium construction and contemporary design. Built with quality materials and comfortable fit, it delivers versatile style with everyday appeal.","Grey / Purple / Purple"
"Nike AL8","Lifestyle","Nike","Wolf Grey / Photon Dust / Picante Red","Women's","90","https://images.footlocker.com/is/image/EBFL2/B3952003?wid=250&hei=250","The Nike AL8 features premium construction and contemporary design. Built with quality materials and comfortable fit, it delivers versatile style with everyday appeal.","Grey / Photon Dust / Red"
"Timberland Carnaby Cool 6"" Boots","Outdoor","Timberland","Saddle","Women's","100","https://images.footlocker.com/is/image/EBFL2/A5YWGF13?wid=250&hei=250","The Timberland Carnaby Cool 6"" Boots features premium construction and contemporary design. Built with quality materials and comfortable fit, it delivers versatile style with everyday appeal.","Saddle"
"Nike Victori One Slides","Lifestyle","Nike","Black / Black / White","Women's","37","https://images.footlocker.com/is/image/EBFL2/C9677005?wid=250&hei=250","The Nike Victori One Slides features premium construction and contemporary design. Built with quality materials and comfortable fit, it delivers versatile style with everyday appeal.","Black / Black / White"
"adidas Originals NMD_R1","Lifestyle","adidas","White / White","Women's","150","https://images.footlocker.com/is/image/EBFL2/GX8313?wid=250&hei=250","The adidas Originals NMD_R1 features adidas' quality construction and athletic heritage design. Built with premium materials and comfortable fit, it delivers performance style with everyday appeal.","White / White"
"Nike Court Vision Low","Tennis","Nike","Summit White / Volt","Women's","80","https://images.footlocker.com/is/image/EBFL2/H3158104?wid=250&hei=250","The Nike Court Vision Low features premium construction and contemporary design. Built with quality materials and comfortable fit, it delivers versatile style with everyday appeal.","White / Volt"
"Nike Metcon 6","Training","Nike","White / Elemental Pink","Women's","120","https://images.footlocker.com/is/image/EBFL2/J7126106?wid=250&hei=250","The Nike Metcon 6 features premium construction and contemporary design. Built with quality materials and comfortable fit, it delivers versatile style with everyday appeal.","White / Purple"
"ASICS GEL-Kayano 31","Lifestyle","ASICS","Black / Pure Silver","Women's","165","https://images.footlocker.com/is/image/EBFL2/2B672002?wid=250&hei=250","The ASICS GEL-Kayano 31 features premium construction and contemporary design. Built with quality materials and comfortable fit, it delivers versatile style with everyday appeal.","Black / Grey"
